t_index	term	df
1856	albani	2
1857	albania	4
1858	albanian	2
1859	albe	1
1860	albeit	12
1861	albert	8
1862	alberta	1
1863	alberto	3
1864	albion	1
1865	album	78
1866	alcatel	3
1867	alcobev	1
1868	alcock	1
1869	alcohol	21
1870	alcorn	1
1871	alda	3
1872	aldershot	1
1873	aldridg	1
1874	ale	1
1875	alec	1
1876	alegr	3
1877	alejandro	1
1878	aleksey	1
1879	alencar	1
1880	alert	23
1881	alessandro	6
1882	alex	44
1883	alexand	23
1884	alexandra	3
1885	alexandria	1
1886	alexei	2
1887	alexi	2
1888	alfa	4
1889	alfi	2
1890	alfonso	2
1891	alfr	4
1892	algemeen	1
1893	algeria	4
1894	algerian	1
1895	algier	1
1896	algorithm	7
1897	ali	10
1898	alia	2
1899	aliadier	2
1900	alias	1
1901	alic	5
1902	alicia	19
1903	alien	11
1904	alienwar	1
1905	alight	2
1906	align	2
1907	alik	9
1908	alison	1
1909	alistair	5
1910	alita	1
1911	alitalia	1
1912	aliv	18
1913	allahgreen	4
1914	allair	1
1915	allan	7
1916	alland	1
1917	allard	1
1918	allardyc	2
1919	allawi	1
1920	allay	5
1921	alleg	117
1922	allegi	8
1923	allen	10
1924	allend	1
1925	allergi	1
1926	allevi	3
1927	alley	2
1928	alleyn	1
1929	alli	39
1930	allianc	35
1931	allianz	3
1932	allist	2
1933	alloc	8
1934	allot	1
1935	allow	306
1936	alloway	1
1937	allsop	1
1938	alltel	2
1939	allud	3
1940	allur	2
1941	allyn	1
1942	almagro	1
1943	almeria	1
1944	almodovar	2
1945	almunia	7
1946	aloi	1
1947	alon	69
1948	alongsid	74
1949	alonso	2
1950	alot	1
1951	aloud	5
1952	alphabet	4
1953	alpin	1
1954	alreadi	374
1955	alright	4
1956	altar	1
1957	altavista	1
1958	alter	16
1959	alterc	1
1960	altern	42
1961	alto	2
1962	altogeth	13
1963	alton	1
1964	altria	3
1965	altruist	1
1966	aluminium	2
1967	alumnia	1
1968	alun	3
1969	alva	1
1970	alvarez	1
1971	alvin	2
1972	alwale	1
1973	alway	209
1974	alwi	1
1975	alyn	1
1976	alyona	1
1977	alzheim	4
1978	am3d	1
1979	ama	1
1980	amadeo	1
1981	amadeus	1
1982	amalgam	3
1983	amalr	1
1984	amanda	5
1985	amankwaah	1
1986	amarishi	1
1987	amass	4
1988	amateur	7
1989	amateurish	2
1990	amaya	1
1991	amaz	33
1992	amazon	18
1993	ambani	3
1994	ambassador	8
1995	amber	2
1996	ambev	2
1997	ambienc	1
1998	ambient	1
1999	ambigu	1
2000	ambit	72
2001	ambiti	20
2002	ambo	1
2003	ambros	2
2004	ambuja	1
2005	ambul	1
2006	ambush	1
2007	amd	2
2008	ame	2
2009	ameli	5
2010	amelia	1
2011	amen	1
2012	amenabar	1
2013	amend	17
2014	ameobi	3
2015	america	110
2016	american	194
2017	americanis	1
2018	amex	1
2019	amey	1
2020	amf	1
2021	ami	4
2022	amibit	2
2023	amic	2
2024	amicus	6
2025	amid	59
2026	amidst	1
2027	amiga	3
2028	amin	1
2029	amit	1
2030	amitabh	1
2031	amitai	1
2032	amma	2
2033	amman	1
2034	ammar	1
2035	ammunit	3
2036	amnesti	7
2037	amo	1
2038	amoah	1
2039	amoeba	1
2040	amor	1
2041	amorebieta	1
2042	amori	1
2043	amoruso	1
2044	ampa	2
2045	ampadu	1
2046	ampl	2
2047	ampli	1
2048	amplif	2
2049	amplifi	7
2050	amput	2
2051	ampute	1
2052	amr	1
2053	amritsar	1
2054	amro	10
2055	amstel	1
2056	amsterdam	14
2057	amuro	1
2058	amus	3
2059	amusategui	1
2060	ana	3
2061	anabol	2
2062	anai	1
2063	anakin	1
2064	analges	1
2065	analog	2
2066	analogu	8
2067	analsyt	1
2068	analys	9
2069	analysi	29
2070	analyst	263
2071	analyt	3
2072	analyz	2
2073	anand	1
2074	anastacia	2
2075	anastasia	7
2076	anathema	3
2077	anatoli	1
2078	anatom	1
2079	anatomi	2
2080	ancelotti	1
2081	ancestor	2
2082	anchor	2
2083	ancic	5
2084	ancient	9
2085	ancillari	1
2086	ancram	12
2087	ander	4
2088	anderlecht	1
2089	andersen	3
2090	anderson	10
2091	andersson	1
2092	anderton	1
2093	andhra	2
2094	andi	93
2095	andr	18
2096	andrad	1
2097	andrea	22
2098	andreev	2
2099	andrei	3
2100	andrew	87
2101	andrey	2
2102	andriy	2
2103	anecdot	2
2104	anelka	3
2105	aneurysm	1
2106	anew	1
2107	anfield	17
2108	angadia	1
2109	angel	68
2110	angela	2
2111	angelina	3
2112	anger	28
2113	angi	2
2114	angl	20
2115	angler	1
2116	anglesea	1
2117	anglia	3
2118	anglian	1
2119	anglican	2
2120	anglo	8
2121	angola	6
2122	angolan	2
2123	angri	34
2124	angrili	5
2125	angst	1
2126	angus	1
2127	anheus	2
2128	ani	520
2129	anil	4
2130	anim	42
2131	animos	8
2132	aniston	1
2133	anita	3
2134	anjelica	1
2135	ankara	2
2136	ankl	24
2137	ann	16
2138	anna	7
2139	annabell	1
2140	annabella	1
2141	annadal	2
2142	annal	1
2143	annan	1
2144	annett	6
2145	anni	4
2146	anniversari	31
2147	annouc	1
2148	announc	304
2149	annoy	10
2150	annual	137
2151	annualis	1
2152	annuiti	2
2153	annul	2
2154	annum	2
2155	annus	1
2156	anoeta	1
2157	anomali	6
2158	anonym	15
2159	anoth	317
2160	anounc	1
2161	anselmo	3
2162	ansheng	2
2163	anshuman	1
2164	anson	3
2165	answer	73
2166	ant	11
2167	antagonist	1
2168	antelop	1
2169	antenna	7
2170	anthem	4
2171	anthoni	16
2172	anti	161
2173	antibacteri	1
2174	antibiot	1
2175	antic	1
2176	anticip	32
2177	antiqu	2
2178	antisept	1
2179	antithesi	1
2180	antitrust	1
2181	antoin	1
2182	antoinett	1
2183	anton	3
2184	antoni	2
2185	antonia	1
2186	antonio	15
2187	antrim	1
2188	antwerp	1
2189	anurag	1
2190	anxieti	1
2191	anxious	7
2192	anybodi	26
2193	anyht	1
2194	anyinsah	1
2195	anymor	13
2196	anyon	97
2197	anyth	125
2198	anytim	2
2199	anywher	30
2200	aoif	1
2201	aol	15
2202	aon	1
2203	ap	7
2204	apac	5
2205	apach	1
2206	apal	1
2207	apart	38
2208	apartheid	2
2209	apathet	3
2210	apathi	2
2211	apcom	1
2212	ape	1
2213	apec	1
2214	apiec	6
2215	aplomb	1
2216	apocalyps	1
2217	apollo	3
2218	apolog	17
2219	apologis	30
2220	app	2
2221	appal	2
2222	appar	43
2223	apparatus	3
2224	apparel	2
2225	appeal	123
2226	appear	260
2227	appela	1
2228	appetit	10
2229	appl	56
2230	applaud	7
2231	applaus	4
2232	appleford	1
2233	appleg	1
2234	appleinsid	2
2235	appleton	2
2236	appli	67
2237	applianc	8
2238	applic	61
2239	appoint	51
2240	appointe	1
2241	apport	1
2242	apprais	3
2243	appreci	20
2244	apprehend	3
2245	apprehens	3
2246	apprentic	2
2247	apprenticeship	1
2248	appris	1
2249	approach	108
2250	appropri	34
2251	approv	85
2252	approxim	6
2253	april	105
2254	apurva	1
2255	aquarius	1
2256	aquat	2
2257	aquilla	1
2258	ar	2
2259	arab	10
2260	arabia	8
2261	arabian	1
2262	arafat	2
2263	aragon	4
2264	arama	1
2265	aramburu	1
2266	arash	3
2267	arbit	1
2268	arbitr	17
2269	arbitrari	5
2270	arbitrarili	2
2271	arbor	1
2272	arbuckl	1
2273	arc	1
2274	arcad	7
2275	arcelor	1
2276	arch	4
2277	archaeolog	1
2278	archangel	1
2279	archbishop	6
2280	archer	4
2281	archi	3
2282	archibald	1
2283	architect	5
2284	architectur	7
2285	archiv	12
2286	archivist	2
2287	archo	2
2288	arci	10
2289	arcleor	1
2290	ard	2
2291	ardent	4
2292	arditti	1
2293	arduous	2
2294	area	186
2295	areen	1
2296	aren	22
2297	arena	16
2298	ares	1
2299	aretha	2
2300	argentin	15
2301	argentina	24
2302	argonaut	2
2303	argu	164
2304	arguabl	6
2305	argument	44
2306	argus	1
2307	argyl	1
2308	ari	1
2309	aria	1
2310	ariadn	2
2311	ariari	1
2312	ariel	3
2313	arima	1
2314	aris	10
2315	arisen	5
2316	arizona	2
2317	arjan	3
2318	arjen	8
2319	ark	1
2320	arkansa	2
2321	arl	1
2322	arlington	1
2323	arm	62
2324	armagh	1
2325	armand	1
2326	armando	1
2327	armani	1
2328	armband	2
2329	armenian	2
2330	armentier	1
2331	armi	15
2332	armistead	1
2333	armour	3
2334	armouri	1
2335	armstrong	2
2336	arn	2
2337	arnaud	3
2338	arnesen	4
2339	arnold	10
2340	arnoldo	1
2341	arnoud	1
2342	arous	2
2343	arpey	1
2344	arquett	1
2345	arrang	37
2346	array	12
2347	arres	4
2348	arrest	60
2349	arrigo	1
2350	arriv	67
2351	arrog	8
2352	arron	1
2353	ars	2
2354	arsenal	55
2355	arsene	15
2356	arsenic	1
2357	arsenid	2
2358	arson	1
2359	art	63
2360	artel	1
2361	arteri	1
2362	arteta	2
2363	artgarden	1
2364	arthriti	1
2365	arthur	9
2366	artic	1
2367	articl	30
2368	articul	2
2369	artific	1
2370	artifici	14
2371	artis	1
2372	artist	83
2373	artistri	2
2374	artoi	2
2375	arturo	2
2376	artwork	6
2377	aru	1
2378	arundel	1
2379	arvind	3
2380	asago	2
2381	asahi	1
2382	asant	3
2383	asbesto	1
2384	asbestosi	1
2385	asbo	1
2386	ascend	2
2387	ascertain	1
2388	ascii	2
2389	ash	5
2390	asha	1
2391	asham	9
2392	ashanti	2
2393	ashburton	2
2394	ashcroft	4
2395	ashdown	2
2396	asher	2
2397	ashfield	3
2398	ashford	1
2399	ashia	1
2400	ashley	13
2401	ashok	1
2402	ashton	1
2403	ashvin	4
2404	asi	1
2405	asia	63
2406	asian	67
2407	asid	34
2408	asif	1
2409	asimo	2
2410	ask	277
2411	askar	1
2412	asleep	1
2413	aspect	38
2414	aspers	1
2415	asphalt	1
2416	aspic	1
2417	aspir	11
2418	asplin	2
2419	ass	3
2420	assad	1
2421	assassin	5
2422	assault	21
2423	assembl	33
2424	assert	9
2425	assess	64
2426	assessor	1
2427	asset	63
2428	assign	12
2429	assist	59
2430	associ	179
2431	assort	1
2432	assum	25
2433	assumpt	9
2434	assur	29
2435	astel	1
2436	asteroid	3
2437	astiazaran	1
2438	aston	14
2439	astonish	7
2440	astoria	1
2441	astound	3
2442	astra	2
2443	astrazeneca	1
2444	astro	1
2445	astronaut	2
2446	astronom	1
2447	asylum	28
2448	asymmetr	5
2449	asymmetri	2
2450	atari	4
2451	ate	1
2452	athen	44
2453	athlet	72
2454	athletic	1
2455	athletico	1
2456	athlon	2
2457	ati	1
2458	atinc	1
2459	atkin	1
2460	atkinson	2
2461	atlabour	1
2462	atlant	18
2463	atlanta	1
2464	atlas	3
2465	atletico	4
2466	atm	1
2467	atmospher	27
2468	ato	1
2469	atom	9
2470	atomstroieksport	1
2471	aton	1
2472	atp	10
2473	atr	1
2474	atrium	1
2475	att	2
2476	attach	28
2477	attack	196
2478	attain	5
2479	attallah	2
2480	attempt	161
2481	attenborough	2
2482	attend	83
2483	attende	2
2484	attent	55
2485	attest	1
2486	atticus	3
2487	attitud	28
2488	attle	1
2489	attorney	33
2490	attract	92
2491	attribut	18
2492	atwood	2
2493	au	3
2494	aubrey	1
2495	auckland	2
2496	auction	38
2497	audi	1
2498	audienc	103
2499	audio	30
2500	audioblog	1
2501	audiophil	1
2502	audiovisuel	1
2503	audit	29
2504	auditor	13
2505	auditorium	3
2506	audrey	7
2507	auf	3
2508	augment	3
2509	august	76
2510	augusto	1
2511	auld	1
2512	auli	1
2513	aunt	1
2514	aura	1
2515	aurelien	6
2516	auric	1
2517	aurora	1
2518	aus	1
2519	auschwitz	4
2520	aussi	5
2521	auster	3
2522	austin	4
2523	australasia	1
2524	australia	85
2525	australian	90
2526	austria	5
2527	austrian	9
2528	austro	1
2529	auteuil	1
2530	authent	15
2531	authenti	2
2532	author	152
2533	authori	1
2534	authoris	13
2535	authorit	1
2536	authoritarian	4
2537	authorship	1
2538	autist	2
2539	auto	24
2540	autobiograph	3
2541	autobiographi	3
2542	autocycl	1
2543	autograph	3
2544	autolink	1
2545	autom	5
2546	automak	1
2547	automat	43
2548	automobil	5
2549	automot	6
2550	autopilot	1
2551	autosport	1
2552	autumn	32
2553	auvergn	2
2554	auxerr	1
2555	auxiliari	1
2556	av400	1
2557	avail	169
2558	avalanch	1
2559	avalon	2
2560	avatar	2
2561	aveng	1
2562	avenu	7
2563	averag	115
2564	averi	1
2565	avert	7
2566	avg	1
2567	avi	3
2568	aviat	54
2569	avid	1
2570	avineri	1
2571	avion	1
2572	aviv	16
2573	avoid	115
2574	avonex	1
2575	avril	3
2576	aw	6
2577	await	26
2578	awaken	1
2579	awar	77
2580	award	200
2581	away	256
2582	awe	2
2583	awesom	13
2584	awkward	1
2585	awoken	1
2586	awol	4
2587	axa	3
2588	axe	18
2589	axi	1
2590	ayaan	1
2591	ayatollah	1
2592	aycliff	1
2593	aycock	1
2594	ayer	1
2595	aymon	1
2596	aynsley	1
2597	az	1
2598	azim	1
2599	azkaban	10
2600	azmat	2
2601	aznavour	1
2602	aztrazeneca	1
2603	azur	1
2604	azzam	1
2605	azzurri	3
2606	b	53
2607	ba	2
2608	baa	3
2609	baathist	1
2610	babacan	1
2611	babayaro	3
2612	babe	1
2613	babi	49
2614	babinet	1
2615	babyshambl	3
2616	babysit	1
2617	babysitt	3
2618	bac	1
2619	bacap	1
2620	baccanello	1
2621	baccarat	1
2622	bach	3
2623	bachchan	1
2624	backbench	25
2625	backbon	7
2626	backdat	1
2627	backdoor	6
2628	backdrop	2
2629	backer	10
2630	backfir	6
2631	background	31
2632	backhand	8
2633	backlash	5
2634	backley	2
2635	backlin	1
2636	backlog	4
2637	backpack	1
2638	backroom	2
2639	backseat	1
2640	backsid	5
2641	backslid	1
2642	backstag	2
2643	backstreet	5
2644	backtrack	3
2645	backup	1
2646	backward	12
2647	backyard	2
2648	bacon	2
2649	bad	132
2650	baddeley	2
2651	badg	3
2652	badger	1
2653	badland	1
2654	badminton	1
2655	bae	3
2656	baez	1
2657	bafana	1
2658	baffl	2
2659	bafin	1
2660	bafta	20
2661	bag	10
2662	baggag	3
2663	baggin	1
2664	baghdad	10
2665	bagl	2
2666	baglihar	1
2667	bagnato	1
2668	bagpuss	1
2669	baha	1
2670	bahama	3
2671	bahoken	1
2672	baht	4
2673	baikal	7
2674	bail	16
2675	bailey	4
2676	bailiff	2
2677	bailin	1
2678	bailout	3
2679	bainivalu	1
2680	bait	3
2681	bak	1
2682	bake	1
2683	baker	5
2684	bakersfield	1
2685	bakley	1
2686	bakri	2
2687	bakula	1
2688	balado	3
2689	balagu	1
2690	balamori	1
2691	balanc	53
2692	balco	10
2693	bald	3
2694	baldini	1
2695	baldrick	1
2696	balfour	1
2697	balk	1
2698	balkan	1
2699	balkom	1
2700	ball	82
2701	ballad	3
2702	ballantin	1
2703	ballard	2
2704	ballboy	1
2705	ballerina	1
2706	ballet	4
2707	balloch	1
2708	balloon	5
2709	ballot	25
2710	ballroom	1
2711	ballykissangel	1
2712	ballymena	3
2713	balmer	1
2714	balmi	2
2715	balmor	1
2716	balshaw	2
2717	baltacha	1
2718	baltasar	1
2719	baltic	2
2720	bambang	1
2721	bamboo	1
2722	bamboozl	2
2723	ban	97
2724	bana	1
2725	banana	1
2726	banc	1
2727	banca	1
2728	banco	1
2729	band	95
2730	banda	1
2731	bandaid	1
2732	bandera	1
2733	bandmat	6
2734	bandstand	1
2735	bandwagon	2
2736	bandwidth	15
2737	bane	1
2738	bang	6
2739	bangaldesh	1
2740	bangalor	2
2741	bangkok	5
2742	bangladesh	3
2743	bangladeshi	2
2744	bangor	2
2745	banish	1
2746	banjo	1
2747	bank	186
2748	bankabl	1
2749	bankash	2
2750	banker	13
2751	bankrol	2
2752	bankrupt	14
2753	bankruptci	55
2754	bannatyn	1
2755	banner	7
2756	bannist	2
2757	bano	1
2758	banqu	3
2759	banquet	1
2760	banter	6
2761	banton	2
2762	baoshan	1
2763	baptist	1
2764	bar	57
2765	barbado	1
2766	barbar	1
2767	barbara	12
2768	barbari	1
2769	barbarian	2
2770	barber	3
2771	barbini	2
2772	barbra	5
2773	barca	3
2774	barcelona	27
2775	barclay	8
2776	barclaycard	2
2777	barcod	2
2778	bard	1
2779	bardem	1
2780	bare	19
2781	baretta	1
2782	barg	1
2783	bargain	6
2784	bark	2
2785	barker	3
2786	barkley	15
2787	barley	2
2788	barlinni	1
2789	barlow	2
2790	barn	3
2791	barnard	3
2792	barnet	1
2793	barnett	1
2794	barney	3
2795	barnsley	1
2796	barnstorm	1
2797	baro	13
2798	baromet	1
2799	baron	4
2800	barosso	1
2801	barot	1
2802	barr	1
2803	barra	1
2804	barrack	1
2805	barrag	2
2806	barrati	1
2807	barratt	1
2808	barrel	23
2809	barren	1
2810	barri	20
2811	barrick	1
2812	barrier	25
2813	barrioneuvo	1
2814	barrionuevo	1
2815	barrist	4
2816	barron	1
2817	barroso	5
2818	barrot	2
2819	barrow	1
2820	barrymor	3
2821	barstow	1
2822	barter	1
2823	bartholomeusz	1
2824	bartlett	2
2825	bartoli	2
2826	barton	3
2827	barwick	1
2828	bas	1
2829	base	351
2830	basebal	2
2831	basel	1
2832	baselin	2
2833	basement	2
2834	basf	2
2835	bash	4
2836	bashir	1
2837	basi	62
2838	basic	64
2839	basildon	1
2840	basingstok	4
2841	bask	2
2842	basket	2
2843	basketbal	6
2844	baskin	1
2845	basl	1
2846	basqu	1
2847	basquiat	1
2848	basra	3
2849	bass	7
2850	bassist	7
2851	bastill	1
2852	bat	4
2853	batch	4
2854	bate	4
2855	bateman	1
2856	bath	24
2857	bathroom	1
2858	bati	1
2859	batistuta	2
2860	batman	2
2861	baton	1
2862	battalion	2
2863	batten	1
2864	batter	7
2865	batteri	22
2866	battl	148
2867	battlefield	7
2868	battlefront	3
2869	battleground	5
2870	battleship	1
2871	battlestar	1
2872	baum	1
2873	baumbach	1
2874	bautista	1
2875	baweja	1
2876	baxter	1
2877	bay	27
2878	bayer	6
2879	bayern	5
2880	bayleaf	1
2881	baywatch	1
2882	bb	3
2883	bba	3
2884	bbb	1
2885	bbc	476
2886	bbc1	7
2887	bbc2	4
2888	bbci	1
2889	bcc	4
2890	bdb	1
2891	bdo	2
2892	beach	11
2893	beachfront	1
2894	beachgoer	1
2895	beacon	1
2896	bead	3
2897	beagl	1
2898	beal	2
2899	beam	7
2900	bean	2
2901	beani	1
2902	beanstalk	1
2903	bear	31
2904	beard	2
2905	beardmor	1
2906	beardsley	1
2907	bearer	1
2908	bearwood	1
2909	beast	7
2910	beasti	3
2911	beat	175
2912	beatabl	1
2913	beaten	45
2914	beatl	11
2915	beatti	8
2916	beaudoin	1
2917	beaufort	2
2918	beaumont	2
2919	beauti	32
2920	beauvillain	1
2921	beauvillian	2
2922	beaverton	1
2923	bebe	1
2924	bebo	1
2925	bebop	1
2926	becam	105
2927	becaus	565
2928	bechtel	1
2929	bechtler	1
2930	beck	3
2931	becker	1
2932	beckett	2
2933	beckham	12
2934	becki	1
2935	beckinsal	2
2936	beckon	3
2937	becom	338
2938	bed	16
2939	beddow	1
2940	bedel	1
2941	bedfellow	1
2942	bedford	3
2943	bedfordshir	2
2944	bedingfield	5
2945	bedroom	7
2946	bedsid	1
2947	bedsit	1
2948	bedwellti	2
2949	bee	5
2950	beef	8
2951	beek	1
2952	beeni	2
2953	beep	1
2954	beer	13
2955	beermak	2
2956	beetl	1
2957	befal	1
2958	befor	602
2959	beg	3
2960	began	95
2961	begg	4
2962	beggar	1
2963	begin	150
2964	begrudg	1
2965	begun	30
2966	beh	1
2967	behalf	28
2968	behav	16
2969	behaviour	44
2970	behead	1
2971	behemoth	2
2972	behold	1
2973	behrmann	1
2974	beig	2
2975	beij	20
2976	beijing	1
2977	beilev	1
2978	beirut	2
2979	beith	5
2980	bejewel	2
2981	bekel	7
2982	belacqua	1
2983	belafont	2
2984	belarus	1
2985	beleagu	1
2986	belfast	10
2987	belgian	13
2988	belgium	11
2989	belgrad	2
2990	belgrano	1
2991	belgrav	1
2992	belief	37
2993	believ	381
2994	belinda	1
2995	belisha	1
2996	bell	30
2997	bellahouston	1
2998	bellami	9
2999	bellevill	2
3000	belli	1
3001	bellicos	1
3002	bellini	2
3003	bellion	2
3004	bello	1
3005	bellow	1
3006	belmar	4
3007	belmarsh	10
3008	belo	1
3009	belon	1
3010	belong	22
3011	belov	3
3012	belsen	1
3013	belt	5
3014	bemand	1
3015	bemoan	2
3016	ben	30
3017	benazir	1
3018	bench	26
3019	benchmark	15
3020	benckis	1
3021	bend	8
3022	bene	6
3023	beneath	1
3024	benefactor	2
3025	benefici	9
3026	beneficiari	3
3027	benefit	138
3028	benesova	2
3029	benhabil	1
3030	benign	4
3031	benin	1
3032	benita	4
3033	benitez	15
3034	benjamin	3
3035	benmosch	1
3036	benn	3
3037	bennallack	1
3038	bennett	15
3039	benni	4
3040	bennington	1
3041	benoit	2
3042	benq	1
3043	benson	1
3044	bent	3
3045	benz	6
3046	bequest	1
3047	berat	2
3048	berbatov	1
3049	berdych	1
3050	bereft	1
3051	beresford	1
3052	bergamasco	7
3053	berger	3
3054	bergerac	1
3055	bergh	1
3056	bergkamp	5
3057	bergman	1
3058	berhan	2
3059	berhanu	1
3060	bering	2
3061	berit	2
3062	berkeley	2
3063	berkov	2
3064	berkshir	1
3065	berlin	21
3066	berlinal	4
3067	berlusconi	4
3068	berman	1
3069	bermuda	1
3070	bernab	1
3071	bernabeu	9
3072	bernadett	1
3073	bernal	2
3074	bernard	24
3075	bernardo	2
3076	bernath	1
3077	bernd	1
3078	berni	12
3079	berra	1
3080	berri	7
3081	bershawn	1
3082	berson	1
3083	bert	3
3084	berta	1
3085	bertelsmann	1
3086	berth	3
3087	berthinussen	1
3088	berti	6
3089	bertolucci	1
3090	beset	2
3091	besid	3
3092	bespectacl	2
3093	bespok	2
3094	best	390
3095	bestow	2
3096	bestsel	6
3097	bet	39
3098	beta	10
3099	betamax	7
3100	beth	1
3101	bethan	2
3102	bethnal	2
3103	beti	1
3104	betray	10
3105	betsen	7
3106	bett	2
3107	better	276
3108	betti	4
3109	bevan	3
3110	bever	9
3111	beverag	1
3112	beverley	2
3113	bevington	1
3114	bewild	7
3115	bewilder	2
3116	bewlay	1
3117	bex	1
3118	bextra	1
3119	beynon	1
3120	beyonc	5
3121	bez	6
3122	bezier	1
3123	bhai	1
3124	bhanu	1
3125	bharti	1
3126	bhi	1
3127	bhp	2
3128	bhs	1
3129	bhutto	1
3130	bi	1
3131	biarritz	7
3132	bias	6
3133	biass	1
3134	bibl	4
3135	biblic	2
3136	bibliographi	1
3137	bicentenni	1
3138	bicep	1
3139	bicest	1
3140	bicker	3
3141	bicycl	2
3142	bid	140
3143	bidder	14
3144	bide	1
3145	bierc	1
3146	bifa	1
3147	big	307
3148	bigger	67
3149	biggest	252
3150	bigley	1
3151	bigot	1
3152	bigotri	2
3153	bihari	1
3154	bike	4
3155	bilater	6
3156	bilingu	1
3157	biljon	1
3158	billboard	9
3159	billi	6
3160	billingsg	1
3161	billion	87
3162	billionair	12
3163	billiton	2
3164	billup	1
3165	bin	10
3166	bind	10
3167	bing	5
3168	bingham	4
3169	bingley	1
3170	bingo	3
3171	bink	1
3172	binoch	3
3173	binyamin	1
3174	bio	3
3175	biochemistri	1
3176	biocid	1
3177	biodivers	1
3178	biogen	1
3179	biograph	1
3180	biographi	12
3181	biolog	4
3182	biometr	5
3183	biopic	17
3184	biotech	1
3185	biowar	1
3186	biped	1
3187	bipin	1
3188	birch	1
3189	birchfield	3
3190	bird	8
3191	birgit	2
3192	birkbeck	1
3193	birkenhead	4
3194	birkett	2
3195	birkin	1
3196	birmingham	50
3197	birth	17
3198	birthday	17
3199	birthistl	1
3200	birthplac	1
3201	biscan	2
3202	biscuit	2
3203	bisect	1
3204	bisexu	1
3205	bishop	5
3206	bisni	1
3207	bissel	1
3208	bisset	1
3209	bit	119
3210	bitch	1
3211	bite	10
3212	bitter	13
3213	bittersweet	1
3214	bittorr	8
3215	biz	6
3216	bizarr	10
3217	bizet	2
3218	bjorgo	1
3219	bjorkman	1
3220	bjorn	4
3221	black	94
3222	blackadd	1
3223	blackberri	5
3224	blackboard	2
3225	blackbuck	1
3226	blackburn	16
3227	blackground	1
3228	blacklist	2
3229	blackmail	5
3230	blackman	2
3231	blackpool	7
3232	blackwatch	1
3233	bladder	1
3234	blade	6
3235	blaengwynfi	1
3236	blair	180
3237	blairit	2
3238	blaisdon	1
3239	blake	10
3240	blame	73
3241	blanch	1
3242	blanchard	3
3243	blanchett	14
3244	bland	3
3245	blank	3
3246	blanket	1
3247	blasphemi	1
3248	blass	2
3249	blast	19
3250	blaster	2
3251	blatant	7
3252	blatter	1
3253	blaze	7
3254	blazer	1
3255	blazin	4
3256	blb	1
3257	bleach	1
3258	bleak	3
3259	bleakest	2
3260	blear	4
3261	bled	1
3262	bleep	2
3263	blemish	1
3264	blend	11
3265	bless	11
3266	blethyn	1
3267	bleus	1
3268	blew	10
3269	blewitt	1
3270	blige	1
3271	blight	11
3272	blind	22
3273	blindsid	1
3274	blink	1
3275	blinkx	5
3276	blinx	1
3277	blip	4
3278	blister	3
3279	blitz	4
3280	blixt	1
3281	blizzard	3
3282	bloc	8
3283	block	64
3284	blockad	1
3285	blockbust	24
3286	blog	23
3287	blogger	14
3288	bloggi	1
3289	bloglin	2
3290	blogospher	7
3291	blogspher	1
3292	blogzin	1
3293	bloke	2
3294	blom	1
3295	blomefontein	1
3296	blond	1
3297	blood	13
3298	bloodi	5
3299	bloodlin	1
3300	bloodthirsti	1
3301	bloom	5
3302	bloomberg	2
3303	bloomingdal	1
3304	blooper	2
3305	blossom	1
3306	blot	1
3307	blow	38
3308	blower	1
3309	blown	10
3310	bls	1
3311	blu	4
3312	blue	55
3313	bluebird	1
3314	bluegrass	1
3315	bluephon	1
3316	blueprint	6
3317	bluetooth	10
3318	bluewat	1
3319	blume	2
3320	blunkett	28
3321	blunt	6
3322	blur	14
3323	blurri	1
3324	blush	4
3325	blusteri	1
3326	blyth	2
3327	bma	1
3328	bmg	4
3329	bmo	2
3330	bmr	1
3331	bmw	7
3332	bn	1
3333	bnei	1
3334	bnp	8
3335	bo	2
3336	boa	1
3337	board	130
3338	boardroom	5
3339	boast	6
3340	boat	7
3341	boateng	7
3342	boavista	1
3343	bob	30
3344	bobbi	10
3345	bobbitt	1
3346	bobo	2
3347	boca	1
3348	bod	1
3349	bode	4
3350	bodi	123
3351	bodinat	1
3352	bodleian	1
3353	bodyguard	2
3354	boe	14
3355	boers	10
3356	bofra	1
3357	bog	1
3358	bogart	1
3359	bogdanchikov	1
3360	bogdanov	5
3361	bogl	1
3362	bogota	1
3363	bogus	1
3364	bohem	2
3365	bohemian	1
3366	boi	2
3367	boil	8
3368	boiler	2
3369	boingbo	1
3370	boix	1
3371	bok	1
3372	bold	6
3373	bolder	2
3374	boldon	1
3375	bolivia	2
3376	bollan	1
3377	bollesan	1
3378	bollywood	7
3379	bolshevik	1
3380	bolster	6
3381	bolt	3
3382	bolton	13
3383	bolz	1
3384	bomb	30
3385	bombard	15
3386	bombardi	2
3387	bombast	1
3388	bombay	10
3389	bomber	2
3390	bon	1
3391	bona	2
3392	bonar	1
3393	bond	34
3394	bondarenko	1
3395	bonderman	1
3396	bondhold	1
3397	bondi	5
3398	bone	18
3399	bonfir	2
3400	bongo	1
3401	bonham	3
3402	bonn	2
3403	bonnair	6
3404	bonnet	1
3405	bonni	4
3406	bono	8
3407	bonus	10
3408	boo	3
3409	boogeyman	3
3410	book	148
3411	bookabl	1
3412	booker	5
3413	booki	1
3414	bookmak	13
3415	bookmark	1
3416	bookrunn	1
